code	name	type	scope	status
orv	Old Russian	historical	individual	pending
orw	Oro Win	living	individual	pending
orx	Oro	living	individual	pending
ory	Odia	living	individual	seeded
orz	Ormu	living	individual	pending
osa	Osage	living	individual	pending
osc	Oscan	ancient	individual	pending
osi	Osing	living	individual	pending
oso	Ososo	living	individual	pending
osp	Old Spanish	historical	individual	pending
oss	Ossetian	living	individual	pending
ost	Osatu	living	individual	pending
osu	Southern One	living	individual	pending
osx	Old Saxon	historical	individual	pending
ota	Ottoman Turkish (1500-1928)	historical	individual	pending
otb	Old Tibetan	historical	individual	pending
otd	Ot Danum	living	individual	pending
ote	Mezquital Otomi	living	individual	pending
oti	Oti	extinct	individual	pending
otk	Old Turkish	historical	individual	pending
otl	Tilapa Otomi	living	individual	pending
otm	Eastern Highland Otomi	living	individual	pending
otn	Tenango Otomi	living	individual	pending
otq	Querétaro Otomi	living	individual	pending
otr	Otoro	living	individual	pending
ots	Estado de México Otomi	living	individual	pending
ott	Temoaya Otomi	living	individual	pending
otu	Otuke	extinct	individual	pending
otw	Ottawa	living	individual	pending
otx	Texcatepec Otomi	living	individual	pending
oty	Old Tamil	ancient	individual	pending
otz	Ixtenco Otomi	living	individual	pending
oua	Tagargrent	living	individual	pending
oub	Glio-Oubi	living	individual	pending
oue	Oune	living	individual	pending
oui	Old Uighur	historical	individual	pending
oum	Ouma	extinct	individual	pending
ovd	Elfdalian	living	individual	pending
owi	Owiniga	living	individual	pending
owl	Old Welsh	historical	individual	pending
oyb	Oy	living	individual	pending
oyd	Oyda	living	individual	pending
oym	Wayampi	living	individual	pending
oyy	Oya'oya	living	individual	pending
ozm	Koonzime	living	individual	pending
pab	Parecís	living	individual	pending
pac	Pacoh	living	individual	pending
pad	Paumarí	living	individual	pending
pae	Pagibete	living	individual	pending
paf	Paranawát	extinct	individual	pending
pag	Pangasinan	living	individual	pending
pah	Tenharim	living	individual	pending
pai	Pe	living	individual	pending
pak	Parakanã	living	individual	pending
pal	Pahlavi	ancient	individual	pending
pam	Pampanga	living	individual	pending
pan	Panjabi	living	individual	seeded
pao	Northern Paiute	living	individual	pending
pap	Papiamento	living	individual	pending
paq	Parya	living	individual	pending
par	Panamint	living	individual	pending
pas	Papasena	living	individual	pending
pat	Papitalai	living	individual	pending
pau	Palauan	living	individual	pending
pav	Pakaásnovos	living	individual	pending
paw	Pawnee	living	individual	pending
pax	Pankararé	extinct	individual	pending
pay	Pech	living	individual	pending
paz	Pankararú	extinct	individual	pending
pbb	Páez	living	individual	pending
pbc	Patamona	living	individual	pending
pbe	Mezontla Popoloca	living	individual	pending
pbf	Coyotepec Popoloca	living	individual	pending
pbg	Paraujano	extinct	individual	pending
pbh	E'ñapa Woromaipu	living	individual	pending
pbi	Parkwa	living	individual	pending
pbl	Mak (Nigeria)	living	individual	pending
pbm	Puebla Mazatec	living	individual	pending
pbn	Kpasam	living	individual	pending
pbo	Papel	living	individual	pending
pbp	Badyara	living	individual	pending
pbr	Pangwa	living	individual	pending
pbs	Central Pame	living	individual	pending
pbt	Southern Pashto	living	individual	pending
pbu	Northern Pashto	living	individual	pending
pbv	Pnar	living	individual	pending
pby	Pyu (Papua New Guinea)	living	individual	pending
pca	Santa Inés Ahuatempan Popoloca	living	individual	pending
pcb	Pear	living	individual	pending
pcc	Bouyei	living	individual	pending
pcd	Picard	living	individual	pending
pce	Ruching Palaung	living	individual	pending
pcf	Paliyan	living	individual	pending
pcg	Paniya	living	individual	pending
pch	Pardhan	living	individual	pending
pci	Duruwa	living	individual	pending
pcj	Parenga	living	individual	pending
pck	Paite Chin	living	individual	pending
pcl	Pardhi	living	individual	pending
pcm	Nigerian Pidgin	living	individual	pending
pcn	Piti	living	individual	pending
pcp	Pacahuara	living	individual	pending
pcw	Pyapun	living	individual	pending
pda	Anam	living	individual	pending
pdc	Pennsylvania German	living	individual	pending
pdi	Pa Di	living	individual	pending
pdn	Podena	living	individual	pending
pdo	Padoe	living	individual	pending
pdt	Plautdietsch	living	individual	pending
pdu	Kayan	living	individual	pending
pea	Peranakan Indonesian	living	individual	pending
peb	Eastern Pomo	extinct	individual	pending
ped	Mala (Papua New Guinea)	living	individual	pending
pee	Taje	living	individual	pending
pef	Northeastern Pomo	extinct	individual	pending
peg	Pengo	living	individual	pending
peh	Bonan	living	individual	pending
pei	Chichimeca-Jonaz	living	individual	pending
pej	Northern Pomo	extinct	individual	pending
pek	Penchal	living	individual	pending
pel	Pekal	living	individual	pending
pem	Phende	living	individual	pending
peo	Old Persian (ca. 600-400 B.C.)	historical	individual	pending
pep	Kunja	living	individual	pending
peq	Southern Pomo	living	individual	pending
pes	Iranian Persian	living	individual	seeded
pev	Pémono	living	individual	pending
pex	Petats	living	individual	pending
pey	Petjo	living	individual	pending
pez	Eastern Penan	living	individual	pending
pfa	Pááfang	living	individual	pending
pfe	Pere	living	individual	pending
pfl	Pfaelzisch	living	individual	pending
pga	Sudanese Creole Arabic	living	individual	pending
pgd	Gāndhārī	historical	individual	pending
pgg	Pangwali	living	individual	pending
pgi	Pagi	living	individual	pending
pgk	Rerep	living	individual	pending
pgl	Primitive Irish	ancient	individual	pending
pgn	Paelignian	ancient	individual	pending
pgs	Pangseng	living	individual	pending
pgu	Pagu	living	individual	pending
pgz	Papua New Guinean Sign Language	living	individual	pending
pha	Pa-Hng	living	individual	pending
phd	Phudagi	living	individual	pending
phg	Phuong	living	individual	pending
phh	Phukha	living	individual	pending
phk	Phake	living	individual	pending
phl	Phalura	living	individual	pending
phm	Phimbi	living	individual	pending
phn	Phoenician	ancient	individual	seeded
pho	Phunoi	living	individual	pending
phq	Phana'	living	individual	pending
phr	Pahari-Potwari	living	individual	pending
pht	Phu Thai	living	individual	pending
phu	Phuan	living	individual	pending
phv	Pahlavani	living	individual	pending
phw	Phangduwali	living	individual	pending
pia	Pima Bajo	living	individual	pending
pib	Yine	living	individual	pending
pic	Pinji	living	individual	pending
pid	Piaroa	living	individual	pending
pie	Piro	extinct	individual	pending
pif	Pingelapese	living	individual	pending
pig	Pisabo	living	individual	pending
pih	Pitcairn-Norfolk	living	individual	pending
pii	Pini	living	individual	pending
pij	Pijao	extinct	individual	pending
pil	Yom	living	individual	pending
pim	Powhatan	extinct	individual	pending
pin	Piame	living	individual	pending
pio	Piapoco	living	individual	pending
pip	Pero	living	individual	pending
pir	Piratapuyo	living	individual	pending
pis	Pijin	living	individual	pending
pit	Pitta Pitta	extinct	individual	pending
piu	Pintupi-Luritja	living	individual	pending
piv	Pileni	living	individual	pending
piw	Pimbwe	living	individual	pending
pix	Piu	living	individual	pending
piy	Piya-Kwonci	living	individual	pending
piz	Pije	living	individual	pending
pjt	Pitjantjatjara	living	individual	pending
pka	Ardhamāgadhī Prākrit	historical	individual	pending
pkb	Pokomo	living	individual	pending
pkc	Paekche	ancient	individual	pending
pkg	Pak-Tong	living	individual	pending
pkh	Pankhu	living	individual	pending
pkn	Pakanha	living	individual	pending
pko	Pökoot	living	individual	pending
pkp	Pukapuka	living	individual	pending
pkr	Attapady Kurumba	living	individual	pending
pks	Pakistan Sign Language	living	individual	pending
pkt	Maleng	living	individual	pending
pku	Paku	living	individual	pending
pla	Miani	living	individual	pending
plb	Polonombauk	living	individual	pending
plc	Central Palawano	living	individual	pending
pld	Polari	living	individual	pending
ple	Palu'e	living	individual	pending
plg	Pilagá	living	individual	pending
plh	Paulohi	living	individual	pending
pli	Pali	ancient	individual	seeded
plj	Polci	living	individual	pending
plk	Kohistani Shina	living	individual	pending
pll	Shwe Palaung	living	individual	pending
pln	Palenquero	living	individual	pending
plo	Oluta Popoluca	living	individual	pending
plq	Palaic	ancient	individual	pending
plr	Palaka Senoufo	living	individual	pending
pls	San Marcos Tlacoyalco Popoloca	living	individual	pending
plt	Plateau Malagasy	living	individual	pending
plu	Palikúr	living	individual	pending
plv	Southwest Palawano	living	individual	pending
plw	Brooke's Point Palawano	living	individual	pending
ply	Bolyu	living	individual	pending
plz	Paluan	living	individual	pending
pma	Paama	living	individual	pending
pmb	Pambia	living	individual	pending
pmd	Pallanganmiddang	extinct	individual	pending
pme	Pwaamei	living	individual	pending
pmf	Pamona	living	individual	pending
pmh	Māhārāṣṭri Prākrit	historical	individual	pending
pmi	Northern Pumi	living	individual	pending
pmj	Southern Pumi	living	individual	pending
pmk	Pamlico	extinct	individual	pending
pml	Lingua Franca	extinct	individual	pending
pmm	Pomo	living	individual	pending
pmn	Pam	living	individual	pending
pmo	Pom	living	individual	pending
pmq	Northern Pame	living	individual	pending
pmr	Paynamar	living	individual	pending
pms	Piemontese	living	individual	pending
pmt	Tuamotuan	living	individual	pending
pmw	Plains Miwok	living	individual	pending
pmx	Poumei Naga	living	individual	pending
pmy	Papuan Malay	living	individual	pending
pmz	Southern Pame	extinct	individual	pending
pna	Punan Bah-Biau	living	individual	pending
pnb	Western Panjabi	living	individual	pending
pnc	Pannei	living	individual	pending
pnd	Mpinda	living	individual	pending
pne	Western Penan	living	individual	pending
png	Pongu	living	individual	pending
pnh	Penrhyn	living	individual	pending
pni	Aoheng	living	individual	pending
pnj	Pinjarup	extinct	individual	pending
pnk	Paunaka	living	individual	pending
pnl	Paleni	living	individual	pending
pnm	Punan Batu 1	living	individual	pending
pnn	Pinai-Hagahai	living	individual	pending
pno	Panobo	extinct	individual	pending
pnp	Pancana	living	individual	pending
pnq	Pana (Burkina Faso)	living	individual	pending
pnr	Panim	living	individual	pending
pns	Ponosakan	living	individual	pending
pnt	Pontic	living	individual	pending
pnu	Jiongnai Bunu	living	individual	pending
pnv	Pinigura	living	individual	pending
pnw	Banyjima	living	individual	pending
pnx	Phong-Kniang	living	individual	pending
pny	Pinyin	living	individual	pending
pnz	Pana (Central African Republic)	living	individual	pending
poc	Poqomam	living	individual	pending
poe	San Juan Atzingo Popoloca	living	individual	pending
pof	Poke	living	individual	pending
pog	Potiguára	extinct	individual	pending
poh	Poqomchi'	living	individual	pending
poi	Highland Popoluca	living	individual	pending
pok	Pokangá	living	individual	pending
pol	Polish	living	individual	pending
pom	Southeastern Pomo	living	individual	pending
pon	Pohnpeian	living	individual	pending
poo	Central Pomo	extinct	individual	pending
pop	Pwapwâ	living	individual	pending
poq	Texistepec Popoluca	living	individual	pending
por	Portuguese	living	individual	pending
pos	Sayula Popoluca	living	individual	pending
pot	Potawatomi	living	individual	pending
pov	Upper Guinea Crioulo	living	individual	pending
pow	San Felipe Otlaltepec Popoloca	living	individual	pending
pox	Polabian	extinct	individual	pending
poy	Pogolo	living	individual	pending
ppe	Papi	living	individual	pending
ppi	Paipai	living	individual	pending
ppk	Uma	living	individual	pending
ppl	Pipil	living	individual	pending
ppm	Papuma	living	individual	pending
ppn	Papapana	living	individual	pending
ppo	Folopa	living	individual	pending
ppp	Pelende	living	individual	pending
ppq	Pei	living	individual	pending
pps	San Luís Temalacayuca Popoloca	living	individual	pending
ppt	Pare	living	individual	pending
ppu	Papora	extinct	individual	pending
pqa	Pa'a	living	individual	pending
pqm	Malecite-Passamaquoddy	living	individual	pending
prc	Parachi	living	individual	pending
prd	Parsi-Dari	living	individual	pending
pre	Principense	living	individual	pending
prf	Paranan	living	individual	pending
prg	Prussian	living	individual	pending
prh	Porohanon	living	individual	pending
pri	Paicî	living	individual	pending
prk	Parauk	living	individual	pending
prl	Peruvian Sign Language	living	individual	pending
prm	Kibiri	living	individual	pending
prn	Prasuni	living	individual	pending
pro	Old Provençal (to 1500)	historical	individual	pending
prp	Parsi	living	individual	pending
prq	Ashéninka Perené	living	individual	pending
prr	Puri	extinct	individual	pending
prs	Dari	living	individual	seeded
prt	Phai	living	individual	pending
pru	Puragi	living	individual	pending
prw	Parawen	living	individual	pending
prx	Purik	living	individual	pending
prz	Providencia Sign Language	living	individual	pending
psa	Asue Awyu	living	individual	pending
psc	Persian Sign Language	living	individual	pending
psd	Plains Indian Sign Language	living	individual	pending
pse	Central Malay	living	individual	pending
psg	Penang Sign Language	living	individual	pending
psh	Southwest Pashai	living	individual	pending
psi	Southeast Pashai	living	individual	pending
psl	Puerto Rican Sign Language	living	individual	pending
psm	Pauserna	extinct	individual	pending
psn	Panasuan	living	individual	pending
pso	Polish Sign Language	living	individual	pending
psp	Philippine Sign Language	living	individual	pending
psq	Pasi	living	individual	pending
psr	Portuguese Sign Language	living	individual	pending
pss	Kaulong	living	individual	pending
pst	Central Pashto	living	individual	pending
psu	Sauraseni Prākrit	historical	individual	pending
psw	Port Sandwich	living	individual	pending
psy	Piscataway	extinct	individual	pending
pta	Pai Tavytera	living	individual	pending
pth	Pataxó Hã-Ha-Hãe	extinct	individual	pending
pti	Pindiini	living	individual	pending
ptn	Patani	living	individual	pending
pto	Zo'é	living	individual	pending
ptp	Patep	living	individual	pending
ptq	Pattapu	living	individual	pending
ptr	Piamatsina	living	individual	pending
ptt	Enrekang	living	individual	pending
ptu	Bambam	living	individual	pending
ptv	Port Vato	living	individual	pending
ptw	Pentlatch	extinct	individual	pending
pty	Pathiya	living	individual	pending
pua	Western Highland Purepecha	living	individual	pending
pub	Purum	living	individual	pending
puc	Punan Merap	living	individual	pending
pud	Punan Aput	living	individual	pending
pue	Puelche	extinct	individual	pending
puf	Punan Merah	living	individual	pending
pug	Phuie	living	individual	pending
pui	Puinave	living	individual	pending
puj	Punan Tubu	living	individual	pending
pum	Puma	living	individual	pending
puo	Puoc	living	individual	pending
pup	Pulabu	living	individual	pending
puq	Puquina	extinct	individual	pending
pur	Puruborá	living	individual	pending
pus	Pushto	living	macrolanguage	seeded
put	Putoh	living	individual	pending
puu	Punu	living	individual	pending
puw	Puluwatese	living	individual	pending
pux	Puare	living	individual	pending
puy	Purisimeño	extinct	individual	pending
pwa	Pawaia	living	individual	pending
